Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Protocol_17,Protocol_6,Label
269307.059696157,2,2,726.3937076204738,789.3903079994518,0,0,0.0,0.0,0,0,0.0,0.0,14970.903832851616,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,91.09031360071076,24.236750998826015,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,False,True,2
141292.30577941722,2,2,745.9805061159029,923.6267590552418,0,0,0.0,0.0,0,0,0.0,0.0,7946.07000778214,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,99.37753541285608,86.39200012649675,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,False,True,2
287367.83549616707,2,2,567.3635826256318,1179.1210936419902,0,0,0.0,0.0,0,0,0.0,0.0,12018.50898362545,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,20.738087243202365,10.697574721843207,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,False,True,2
163694.86887695812,2,2,1244.750206354363,1417.826634418614,0,0,0.0,0.0,0,0,0.0,0.0,14687.52118879168,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,54.64781383249444,32.65239921653275,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,False,True,2
186987.3382262744,2,2,964.8027286032558,1355.6422015133758,0,0,0.0,0.0,0,0,0.0,0.0,12921.24867049928,0.0,4,4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,34.334633665237064,76.838402854564,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,False,True,2
292651.2718459534,2,2,672.5920830739623,1334.6251931726542,0,0,0.0,0.0,0,0,0.0,0.0,7088.30050933093,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,85.56298187259023,24.625464605591556,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,False,True,2
203639.53630201227,2,2,891.1571230371882,687.9832931685322,0,0,0.0,0.0,0,0,0.0,0.0,5973.98893551368,0.0,23,23,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,37.82806463144493,48.09126877532421,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,False,True,2
215889.31177190036,2,2,1172.1276626913038,544.4776227553521,0,0,0.0,0.0,0,0,0.0,0.0,14525.690820865446,0.0,9,9,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,83.4414747420071,99.43545177107208,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,False,True,2
263220.04293214733,2,2,707.4477590795578,680.8196538407117,0,0,0.0,0.0,0,0,0.0,0.0,11365.291618979976,0.0,5,5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,57.08232751459929,77.28667147158973,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,False,True,2
192940.52321211123,2,2,1022.8304438013456,1375.5985386518637,0,0,0.0,0.0,0,0,0.0,0.0,13743.741333465767,0.0,10,10,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,24.379831476274347,60.56701073258041,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,False,True,2
183776.99452283065,2,2,1233.3529257408845,886.5116271519007,364,0,121.3333333,210.155498,935,0,233.75,467.5,5300.081351052979,526.5436038,1351,17,370,185.0,217.7888886,339,31,1756,585.3333333,679.2939962,1351,55,104,136,33.64185169198724,86.51100733237837,0,935,162.375,337.1722483,113685.125,0,0,0,1,0,0,0,0,1,185.5714286,121.3333333,233.75,0,0,0,0,0,0,3,364,4,935,26883,219,1,32,0,0,0,0,0,0,0,0,False,True,3
130719.66852609302,2,2,803.2085805462076,890.8727184388233,300,0,100.0,173.2050808,935,0,233.75,467.5,6384.868916828644,551.7574346,1394,6,288,144.0,181.019336,272,16,1714,571.3333333,724.2135965,1394,30,104,136,21.732783941065392,63.40803536810085,0,935,154.375,332.4308467,110510.2679,0,0,0,1,0,0,0,0,1,176.4285714,100.0,233.75,0,0,0,0,0,0,3,300,4,935,26883,219,1,32,0,0,0,0,0,0,0,0,False,True,3
245576.71157157043,2,2,1465.6532007389073,1468.2645392825345,0,0,0.0,0.0,0,0,0.0,0.0,7233.212527341422,0.0,191,191,191,191.0,0.0,191,191,0,0.0,0.0,0,0,64,0,21.4977644219867,46.48541360831363,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,False,True,3
170613.43234187987,2,2,1295.7017427902115,1339.3756971608655,359,0,119.6666667,207.2687466,935,0,233.75,467.5,5775.106881217373,213.5865164,545,8,308,154.0,154.1492783,263,45,904,301.3333333,247.5890412,545,50,104,136,73.84111223821557,12.975148148718828,0,935,161.75,336.749483,113400.2143,0,0,0,1,0,0,0,0,1,184.8571429,119.6666667,233.75,0,0,0,0,0,0,3,359,4,935,26883,219,1,32,0,0,0,0,0,0,0,0,False,True,3
299247.8591745116,2,2,1174.8233787956772,1298.5174102119336,384,0,128.0,221.7025034,935,0,233.75,467.5,12258.410210266105,484.540504,1264,7,566,283.0,29.69848481,304,262,1862,620.6666667,619.5557548,1264,28,104,136,72.17838646199428,77.14463415126848,0,935,164.875,338.9502439,114887.2679,0,0,0,1,0,0,0,0,1,188.4285714,128.0,233.75,0,0,0,0,0,0,3,384,4,935,26883,219,1,32,0,0,0,0,0,0,0,0,False,True,3
144752.67751037085,2,2,669.4382019905487,1261.4821003619206,0,0,0.0,0.0,0,0,0.0,0.0,10845.940021688773,0.0,352,352,352,352.0,0.0,352,352,0,0.0,0.0,0,0,64,0,29.44690769505107,11.145874912011497,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,False,True,3
235089.9198354024,2,2,822.1655676332815,1171.4149351469373,0,0,0.0,0.0,0,0,0.0,0.0,14286.423714603277,0.0,69,69,69,69.0,0.0,69,69,0,0.0,0.0,0,0,64,0,16.2208704828421,23.771797742547427,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,False,True,3
194565.18116483113,2,2,1438.4566057488519,1309.926065931541,352,0,117.3333333,203.2272948,935,0,233.75,467.5,13800.56854625873,284.1258524,747,7,1005,502.5,345.775216,747,258,1340,446.6666667,501.203884,1008,44,104,136,59.34173938762576,81.97980150267549,0,935,160.875,336.1723357,113011.8393,0,0,0,1,0,0,0,0,1,183.8571429,117.3333333,233.75,0,0,0,0,0,0,3,352,4,935,26883,219,1,32,0,0,0,0,0,0,0,0,False,True,3
251336.6502908437,2,2,720.3173869950766,1080.9855097659001,0,0,0.0,0.0,0,0,0.0,0.0,10902.916133631035,0.0,498,498,498,498.0,0.0,498,498,0,0.0,0.0,0,0,64,0,60.68397593883539,85.01715822510705,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,False,True,3
141385.0,9,7,553.0,3773.0,202,0,61.44444444,87.53443767,1460,0,539.0,655.4329358,9425.666667,19069.11685,73403,1,141385,17673.125,23965.32327,73403,22,51417,8569.5,13036.89082,31525,1,192,152,63.65597482,49.51020264,0,1460,254.4705882,474.7129551,225352.3897,0,0,1,1,0,0,0,1,0,270.375,61.44444444,539.0,0,0,0,0,0,0,9,553,7,3773,8192,119,4,20,0,0,0,0,0,0,0,0,False,True,0
281.0,2,1,38.0,0.0,38,0,19.0,26.87005769,0,0,0.0,0.0,140.5,174.655375,264,17,281,281.0,0.0,281,281,0,0.0,0.0,0,0,40,20,7117.437722,3558.718861,0,38,19.0,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19.0,0.0,0,0,0,0,0,0,2,38,1,0,123,0,0,20,0,0,0,0,0,0,0,0,False,True,0
279824.0,11,15,1086.0,10527.0,385,0,98.72727273,129.3924966,1460,0,701.8,636.3141856,11192.96,24379.44834,112589,1,279728,27972.8,36167.74032,112589,94,258924,18494.57143,36356.50372,133669,1,232,312,39.31042369,53.60512322,0,1460,430.1111111,566.234209,320621.1795,0,0,1,1,0,0,0,1,1,446.6538462,98.72727273,701.8,0,0,0,0,0,0,11,1086,15,10527,8192,1047,5,20,0,0,0,0,0,0,0,0,False,True,0
132.0,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,132.0,0.0,132,132,132,132.0,0.0,132,132,0,0.0,0.0,0,0,40,0,15151.51515,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,False,True,0
274016.0,9,13,1285.0,6141.0,517,0,142.7777778,183.8877224,1460,0,472.3846154,611.1804887,13048.38095,26311.62703,114077,1,273946,34243.25,37996.56546,114077,201,252994,21082.83333,39075.73819,135611,1,192,272,32.84479738,47.44248511,0,1460,322.8695652,497.2547641,247262.3004,0,0,1,1,0,0,0,1,1,337.5454545,142.7777778,472.3846154,0,0,0,0,0,0,9,1285,13,6141,8192,1047,5,20,0,0,0,0,0,0,0,0,False,True,0
250.0,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,250.0,0.0,250,250,250,250.0,0.0,250,250,0,0.0,0.0,0,0,40,0,8000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,251,-1,0,20,0,0,0,0,0,0,0,0,False,True,0
5964033.0,3,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1988011.0,3425209.65,5943084,19,5964033,2982016.5,4187581.818,5943084,20949,0,0.0,0.0,0,0,72,32,0.503015325,0.167671775,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,29200,0,20,0,0,0,0,0,0,0,0,False,True,0
